"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20190101","2019","52","2019","392","JPN","Japan","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","68319477525.34398","68319477525.34398","0","false","true",
"C","A","20190101","2019","52","2019","704","VNM","Viet Nam","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false",,"35732164406.649994","35732164406.649994","0","false","true",
"C","A","20190101","2019","52","2019","554","NZL","New Zealand","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","2168486884.1760006","2168486884.1760006","0","false","true",
"C","A","20190101","2019","52","2019","344","HKG","China, Hong Kong SAR","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false",,"39102094851.174","39102094851.174","0","false","true",
"C","A","20190101","2019","52","2019","410","KOR","Rep. of Korea","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false",,"47317745362","47317745362","0","false","true",
"C","A","20190101","2019","52","2019","458","MYS","Malaysia","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","21216680024.662","21216680024.662","0","false","true",
"C","A","20190101","2019","52","2019","764","THA","Thailand","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false",,"18594675810.37","18594675810.37","0","false","true",
"C","A","20190101","2019","52","2019","36","AUS","Australia","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","7739413970.04","7739413970.04","0","false","true",
"C","A","20190101","2019","52","2019","608","PHL","Philippines","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","7779733656","7779733656","0","false","true",
"C","A","20190101","2019","52","2019","156","CHN","China","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","366724616336","366724616336","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false","0","13303003835.392","13303003835.392","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","X","Export","-2","-2","276,251,380,724,528,752,616,56,40,372,208,246,203,642,620,300,348,703,442,100,191,440,428,233,196,470,705","0","W00","World","GG","GG","true","-2","total","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","n/a",,"false","-1","n/a",,"false","0","true","0","false",,"30538179543.095005","30538179543.095005","0","false","true",
